"","�..HALTER_ID","ALTER","GESCHLECHT","STADTKREIS","STADTQUARTIER","RASSE1","RASSE2","GEBURTSJAHR_HUND","GESCHLECHT_HUND","HUNDEFARBE"
"348",81107,"71-80","w",7,74,"Deutscher Schäfer","",2011,"m","schwarz/gelb"
"349",81108,"51-60","w",1,13,"Phalène","",2016,"w","tricolor"
"350",81112,"71-80","m",7,74,"Australian Shepherd","",2009,"m","blue/merle"
"351",81116,"51-60","w",7,74,"Französische Bulldogge","Mops",2014,"w","beige/schwarz"
"352",81132,"31-40","m",7,73,"Mischling klein","",2010,"w","schwarz/braun"
"353",81134,"71-80","m",7,74,"Mittelspitz","",2009,"w","schwarz/weiss"
"354",81139,"81-90","w",7,74,"Mops","",2015,"m","beige"
"355",81153,"51-60","w",8,83,"Airedale Terrier","",2013,"w","black/tan"
"356",81159,"71-80","m",9,92,"Airedale Terrier","",2008,"w","schwarz/beige"
"357",81172,"61-70","w",11,111,"Collie","",2009,"m","tricolor"
"358",81183,"51-60","m",9,92,"Deutscher Schäfer","",2011,"w","schwarz/gelb"
"359",81183,"51-60","m",9,92,"Yorkshire Terrier","",2013,"m","steelblue/tan"
"360",81184,"61-70","w",9,92,"Italienisches Windspiel","",2006,"w","schwarz"
"361",81188,"51-60","m",10,101,"Jack Russel Terrier","",2011,"w","braun/weiss"
"362",81195,"61-70","w",10,102,"Beagle","",2004,"m","tricolor"
"363",81200,"81-90","m",10,101,"Toypudel","",2002,"w","schwarz"
"364",81202,"81-90","m",9,91,"Toypudel","",2004,"w","silber"
"365",81218,"71-80","w",9,91,"Cairn Terrier","",2012,"m","rot/braun"
"366",81224,"51-60","m",10,101,"Miniature Bull Terrier","",2010,"m","rot/weiss"
"367",81234,"81-90","m",9,92,"Terrier","",2001,"m","schwarz/weiss"
"368",81245,"71-80","w",8,81,"Chihuahua","",2009,"w","rot"
"369",81245,"71-80","w",8,81,"Mischling klein","",2014,"w","schwarz"
"370",81248,"71-80","m",10,101,"Deutscher Schäfer","",2011,"m","schwarz/braun"
"371",81251,"51-60","w",2,24,"Irish Terrier","",2014,"w","rot/braun"
"372",81254,"51-60","w",9,92,"Tibet Terrier","",2004,"m","weiss/schwarz"
"373",81274,"91-100","m",9,92,"Labrador Retriever","",2005,"w","schwarz"
"374",81281,"61-70","m",3,33,"Labrador Retriever","",2003,"m","schwarz"
"375",81293,"81-90","w",10,101,"Cocker Spaniel","",2010,"w","braun/weiss"
"376",81309,"71-80","w",10,102,"Yorkshire Terrier","",2006,"w","schwarz/braun"
"377",81316,"71-80","w",11,119,"Yorkshire Terrier","",2007,"m","blue/tan"
"378",81322,"71-80","w",6,63,"Galgo Español","",2008,"w","gestromt"
"379",81323,"81-90","m",6,63,"Alpenländische Dachsbracke","",2007,"m","hirschrot"
"380",81325,"71-80","w",12,122,"Sheltie","",2008,"w","blue/merle"
"381",81336,"51-60","w",6,63,"Malteser","",2010,"w","weiss"
"382",81343,"31-40","w",11,111,"Papillon","",2002,"w","schwarz/braun/weiss"
"383",81346,"61-70","w",7,71,"Terrier","",2005,"w","tricolor"
"384",81348,"71-80","w",7,71,"Golden Retriever","",2006,"w","golden"
"385",81352,"71-80","w",7,71,"Windspiel","",2011,"m","steelblue"
"386",81352,"71-80","w",7,71,"Italienisches Windspiel","",2011,"w","schwarz/weiss"
"387",81353,"81-90","w",6,63,"Rottweiler","",2008,"m","schwarz/braun"
"388",81357,"51-60","w",2,21,"Mittelpudel","",2016,"w","schwarz"
"389",81366,"61-70","w",10,101,"Greyhound","",2014,"w","schwarz"
"390",81377,"41-50","m",6,63,"Bearded Collie","",2003,"m","braun/weiss"
"391",81377,"41-50","m",6,63,"Bearded Collie","",2009,"m","blau/weiss"
"392",81377,"41-50","m",6,63,"Bearded Collie","",2006,"m","grau/weiss"
"393",81377,"41-50","m",6,63,"Bearded Collie","",2010,"w","braun/weiss"
"394",81380,"81-90","m",12,121,"Pudel","",2005,"w","silber"
"395",81387,"51-60","w",8,82,"Mischling gross","",2014,"w","schwarz/braun"
"396",81391,"81-90","w",7,71,"Lagotto Romagnolo","",2012,"w","braun"
"397",81397,"51-60","w",8,83,"Bearded Collie","",2015,"m","braun/weiss"
"398",81397,"51-60","w",8,83,"Bobtail","Bergamasker",2004,"w","grau"
"399",81399,"81-90","w",11,119,"Yorkshire Terrier","",2008,"w","silber/braun"
"400",81403,"71-80","w",6,63,"Border Collie","",2009,"w","tricolor"
"401",81403,"71-80","w",6,63,"Appenzeller","",2003,"w","schwarz/weiss/braun"
"402",81407,"71-80","m",6,63,"Border Collie","",2006,"w","schwarz"
"403",81407,"71-80","m",6,63,"Spinone","",2002,"w","weiss"
"404",81424,"71-80","w",6,63,"Jack Russel Terrier","",2007,"w","schwarz/braun"
"405",81430,"61-70","w",10,102,"Bolonka Zwetna","",2012,"w","black/tan"
"406",81437,"71-80","w",7,74,"Dackel","",2008,"w","braun/weiss"
"407",81437,"71-80","w",7,74,"Mischling klein","",2005,"w","schwarz/braun"
"408",81438,"81-90","m",7,71,"Labrador Retriever","",2007,"m","schwarz"
"409",81441,"71-80","w",8,81,"Mischling klein","",2004,"m","weiss"
"410",81448,"71-80","w",4,41,"Rauhaar Dackel","",2007,"w","saufarben"
"411",81457,"41-50","w",7,73,"Beagle","",2016,"w","tricolor"
"412",81457,"41-50","w",7,73,"Beagle","",2012,"w","tricolor"
"413",81458,"71-80","w",6,63,"Berner Sennenhund","",2008,"m","schwarz/braun/weiss"
"414",81458,"71-80","w",6,63,"Border Terrier","",2002,"w","red grizzle"
"415",81458,"71-80","w",6,63,"Border Terrier","",2015,"m","blue/tan"
"416",81459,"81-90","w",6,61,"Cairn Terrier","",2011,"m","braun"
"417",81463,"51-60","w",10,102,"Mops","",2013,"w","beige"
"418",81466,"71-80","w",3,34,"Yorkshire Terrier","",2006,"w","blue/tan"
"419",81468,"71-80","w",5,51,"Yorkshire Terrier","West Highland White Terrier",2004,"m","schwarz/braun/weiss"
"420",81469,"61-70","w",6,63,"Jack Russel Terrier","",2011,"m","weiss/braun"
"421",81475,"71-80","w",7,71,"Labrador Retriever","",2009,"w","schwarz/weiss"
"422",81482,"71-80","m",12,122,"Katalanischer Hirtenhund","",2004,"w","braun schwarz gestromt"
"423",81483,"51-60","w",5,52,"Labrador Retriever","Hovawart",2009,"w","schwarz/braun"
"424",81502,"71-80","w",7,72,"Mischling gross","",2015,"w","weiss/braun"
"425",81504,"81-90","w",7,74,"Pudel","",2003,"m","grau"
"426",81507,"61-70","w",6,63,"Mittelpudel","",2004,"m","schwarz"
"427",81509,"71-80","w",12,122,"Spaniel","",2016,"m","braun/weiss"
"428",81512,"81-90","w",7,71,"Cairn Terrier","",2012,"w","schwarz/braun"
"429",81514,"71-80","m",6,63,"Podenco","",2011,"w","rehbraun"
"430",81518,"71-80","m",2,23,"Parson Terrier","",2010,"m","tricolor"
"431",81528,"61-70","w",2,21,"Schweizer Sennenhund","",2012,"w","tricolor"
"432",81531,"71-80","w",3,34,"Bolonka Zwetna","",2011,"w","braun/weiss/schwarz"
"433",81531,"71-80","w",3,34,"Afghane","",2013,"w","silber"
"434",81531,"71-80","w",3,34,"Mischling klein","",2004,"w","rot/schwarz"
"435",81548,"41-50","w",3,31,"Labrador Retriever","Flat Coated Retriever",2012,"m","schwarz"
"436",81557,"71-80","w",2,24,"Labrador Retriever","",2004,"w","schwarz"
"437",81569,"91-100","w",5,51,"Mischling klein","",2008,"m","dunkel gestromt"
"438",81573,"71-80","w",3,31,"Jack Russel Terrier","",2007,"m","weiss/schwarz"
"439",81584,"51-60","m",2,21,"Spitz","",2000,"m","braun/weiss"
"440",81587,"51-60","w",2,24,"Jack Russel Terrier","",2000,"m","grau/braun"
"441",81590,"81-90","w",2,21,"Cocker Spaniel","",2006,"w","blauschimmel"
"442",81595,"71-80","w",1,11,"Rauhaar Dackel","",1999,"w","schwarz/braun"
"443",81598,"71-80","w",3,31,"Mischling klein","",2014,"w","schwarz"
"444",81599,"81-90","w",3,31,"Golden Retriever","",2009,"w","golden"
"445",81612,"51-60","w",6,63,"Border Collie","",2008,"w","schwarz/weiss"
"446",81614,"61-70","m",4,41,"Dachshund","",2013,"m","schwarz/rot"
"447",81615,"61-70","m",10,101,"Golden Retriever","Labrador Retriever",2013,"m","blondfarben"
"448",81618,"61-70","w",2,21,"Zwergschnauzer","",2008,"w","schwarz/grau"
"449",81619,"51-60","w",8,83,"Berger Picard","",2010,"w","fauve"
"450",81621,"61-70","w",2,21,"West Highland White Terrier","",2002,"w","weiss"
"451",81623,"61-70","w",10,101,"Sennenhund","",2003,"m","schwarz/weiss/braun"
"452",81631,"51-60","w",12,121,"Berner Sennenhund","Labrador Retriever",2012,"m","schwarz"
"453",81638,"41-50","w",10,101,"Labrador Retriever","",2012,"m","beige"
"454",81640,"71-80","w",10,101,"Cairn Terrier","",2014,"m","beige"
"455",81645,"71-80","m",10,101,"Airedale Terrier","",2009,"w","black/tan"
"456",81648,"41-50","w",10,101,"Bolonka Zwetna","",2016,"w","schwarz/weiss"
"457",81648,"41-50","w",10,101,"Chihuahua","",2005,"m","schwarz/weiss"
"458",81650,"71-80","m",10,101,"Deutsche Dogge","",2013,"m","schwarz/weiss"
"459",81671,"51-60","w",10,101,"Mischling klein","",2003,"w","weiss/braun"
"460",81671,"51-60","w",10,101,"Mischling klein","",2003,"w","braun"
"461",81674,"81-90","w",10,101,"Pekingese","",2004,"m","schwarz/braun"
"462",81677,"51-60","w",10,101,"Mischling klein","",2010,"w","schwarz"
"463",81680,"71-80","w",10,102,"Mischling klein","",2010,"m","braun"
"464",81681,"41-50","w",10,101,"Sennenhund","",2008,"w","tricolor"
"465",81683,"71-80","w",10,101,"Chinese Crested Powderpuff","",2011,"m","schwarz/weiss"
"466",81689,"51-60","w",10,101,"Portugiesischer Wasserhund","",2007,"w","schwarz"
"467",81692,"71-80","m",8,83,"Yorkshire Terrier","",2013,"m","schwarz/beige"
"468",81696,"41-50","m",4,4,"Deutscher Pinscher","",2010,"m","schwarz/rot"
"469",81702,"51-60","w",11,119,"Collie","",2011,"w","tricolor"
"470",81702,"51-60","w",11,119,"Collie","",2011,"w","tricolor"
"471",81715,"71-80","w",12,122,"Altdeutscher Schäfer","",2016,"w","schwarz"
"472",81717,"71-80","m",12,122,"Pekingese","",2010,"w","weiss/braun"
"473",81717,"71-80","m",12,122,"Pekingese","",2008,"w","braun/schwarz"
"474",81721,"81-90","m",6,63,"Bolonka Zwetna","",2014,"m","schwarz/braun"
"475",81722,"61-70","w",6,61,"Beagle","",2006,"m","tricolor"
"476",81726,"61-70","w",11,111,"Jack Russel Terrier","",2008,"w","weiss/braun"
"477",81726,"61-70","w",11,111,"Mischling klein","",2007,"m","gestromt"
"478",81726,"61-70","w",11,111,"Mischling klein","",2009,"w","braun"
"479",81726,"61-70","w",11,111,"Mischling klein","",2007,"w","hellbraun/weiss"
"480",81726,"61-70","w",11,111,"Dachshund","",2012,"m","schwarz/braun"
"481",81726,"61-70","w",11,111,"Terrier","",2010,"w","braun"
"482",81731,"61-70","m",12,121,"Mischling klein","",2007,"w","schwarz/weiss"
"483",81733,"61-70","m",11,115,"Jack Russel Terrier","",2005,"m","tricolor"
"484",81738,"81-90","w",11,115,"Whippet","",2012,"w","rot/braun"
"485",81742,"71-80","w",12,122,"Chihuahua","",2015,"w","weiss/schwarz"
"486",81760,"51-60","w",12,121,"Shih Tzu","",2007,"w","braun"
"487",81764,"81-90","w",12,122,"Coton de Tulear","",2004,"m","weiss"
"488",81768,"71-80","m",11,115,"Rauhaar Dackel","",2008,"m","rot"
"489",81772,"61-70","m",11,119,"Labrador Retriever","",2014,"w","schwarz"
"490",81775,"71-80","w",11,119,"Zwergpudel","",2002,"m","apricot"
"491",81780,"51-60","m",12,122,"Münsterländer","",2003,"m","weiss/braun"
"492",81781,"61-70","w",12,122,"Mischling klein","",2001,"w","weiss"
"493",81782,"51-60","w",11,115,"Mittelpudel","",2006,"w","schwarz/weiss"
"494",81789,"41-50","m",11,111,"Mischling klein","",2013,"m","schwarz/weiss"
"495",81810,"61-70","m",11,111,"Kleiner Münsterländer","",2013,"w","weiss/braun"
"496",81811,"61-70","m",11,111,"Terrier","",2003,"w","braun"
"497",81812,"71-80","w",11,115,"Galgo Español","",2007,"w","beige"
"498",81831,"71-80","w",11,115,"Mischling klein","",2003,"w","braun/weiss"
"499",81844,"71-80","w",11,115,"Mischling klein","",2009,"w","braun"
"500",81849,"51-60","w",11,119,"Azawakh","",2008,"w","rot"
"501",81849,"51-60","w",11,119,"Chihuahua","",2010,"m","wildfarbig"
"502",81849,"51-60","w",11,119,"Chinese Crested","",2014,"w","weiss/orange"
"503",81856,"31-40","m",11,119,"Labrador Retriever","",2001,"m","beige/weiss"
"504",81870,"61-70","w",7,74,"Mischling klein","",2002,"w","schwarz/weiss"
"505",81872,"61-70","w",10,102,"Miniature Australien Shepard","",2010,"m","tricolor"
"506",81877,"71-80","w",7,72,"Mischling klein","",2007,"w","weiss/schwarz"
"507",81878,"71-80","w",7,73,"Zwergrauhaardackel","",2005,"w","schwarz/braun"
"508",81883,"71-80","m",7,72,"Beagle","",2009,"w","tricolor"
"509",81885,"71-80","w",7,74,"Labrador Retriever","",2010,"m","schwarz"
"510",81885,"71-80","w",7,74,"Labrador Retriever","",2015,"m","gelb"
"511",81889,"61-70","w",2,21,"West Highland White Terrier","",2009,"m","weiss"
"512",81892,"51-60","m",11,119,"American Bulldog","",2012,"m","gestromt"
"513",81914,"61-70","m",4,44,"Deutscher Schäfer","",2013,"m","grau"
"514",81916,"51-60","w",9,91,"Labrador Retriever","",2003,"m","gelb"
"515",81918,"71-80","w",10,101,"Zwergpudel","",2008,"m","apricot"
"516",81973,"51-60","w",12,121,"Jack Russel Terrier","",2016,"m","tricolor"
"517",81986,"51-60","m",11,119,"Labrador Retriever","",2014,"m","hellbraun"
"518",81989,"81-90","m",7,72,"Golden Retriever","",2003,"m","golden"
"519",81998,"71-80","w",10,101,"Bolonka Zwetna","",2013,"w","braun/schwarz/weiss"
"520",82001,"71-80","m",2,21,"Rauhaar Dackel","",2010,"m","saufarben"
"521",82001,"71-80","m",2,21,"Rauhaar Dackel","",2009,"w","saufarben"
"522",82002,"41-50","w",3,31,"Malteser","",2013,"m","weiss"
"523",82010,"71-80","w",7,73,"English Springer Spaniel","",2006,"m","weiss/braun"
"524",82011,"71-80","m",7,74,"Bergamasker","",2004,"w","grau meliert"
"525",82032,"61-70","w",10,102,"Labradoodle","",2013,"w","weiss/braun"
"526",82033,"61-70","w",10,102,"Pudel","",2008,"m","schwarz"
"527",82033,"61-70","w",10,102,"Pudel","",2008,"w","schwarz"
"528",82053,"61-70","w",11,111,"Rauhaar Dackel","",2005,"m","schwarz/braun"
"529",82063,"71-80","w",11,111,"Mops","",2002,"m","beige"
"530",82063,"71-80","w",11,111,"Mops","",2008,"m","beige"
"531",82063,"71-80","w",11,111,"Mops","",2009,"w","beige"
"532",82063,"71-80","w",11,111,"Mops","",2005,"w","beige"
"533",82064,"61-70","m",3,31,"Labrador Retriever","",2011,"m","schwarz"
"534",82068,"71-80","w",9,92,"Pudel","",2010,"w","schwarz/weiss"
"535",82080,"61-70","m",10,101,"Dachshund","",2009,"w","saufarben"
"536",82081,"61-70","m",2,23,"Podenco","",2010,"w","schwarz/weiss"
"537",82081,"61-70","m",2,23,"Galgo Español","",2014,"m","weiss/schwarz"
"538",82091,"41-50","m",7,72,"Irish Terrier","",2005,"w","rot"
"539",82099,"71-80","w",3,31,"Tervueren","",2006,"w","grau/schwarz"
"540",82110,"61-70","w",9,91,"Riesenschnauzer","",2007,"m","pfeffer/salz"
"541",82112,"71-80","m",9,91,"Cocker Spaniel","",2016,"w","rot"
"542",82127,"61-70","m",7,72,"Jack Russel Terrier","",2001,"m","tricolor"
"543",82128,"31-40","m",9,92,"Chihuahua","",2010,"m","zimt"
"544",82131,"51-60","w",9,92,"Yorkshire Terrier","",2000,"w","schwarz"
"545",82135,"61-70","m",9,92,"Zwergpudel","",2003,"m","schwarz"
"546",82136,"61-70","m",8,81,"Collie","",2006,"w","sable"
"547",82142,"91-100","w",3,34,"Pudel","",2010,"m","apricot"
"548",82147,"61-70","w",2,23,"Jack Russel Terrier","",2013,"w","tricolor"
"549",82151,"71-80","w",9,92,"Collie","",2010,"w","tricolor"
"550",82162,"51-60","m",9,92,"Flat Coated Retriever","",2009,"m","schwarz"
"551",82167,"61-70","w",9,92,"Pudel","",2011,"w","apricot"
"552",82180,"61-70","w",7,73,"Rauhaar Dackel","",2006,"w","rot/braun"
"553",82190,"61-70","w",10,101,"Mischling klein","",2005,"m","weiss/braun"
"554",82190,"61-70","w",10,101,"Mischling klein","",2009,"m","beige"
"555",82192,"71-80","w",11,111,"Phalène","",2001,"m","braun/weiss"
"556",82193,"71-80","w",7,73,"Mischling klein","",2005,"w","beige"
"557",82195,"71-80","w",7,74,"Biewer Yorkshire Terrier","",2016,"m","schwarz/weiss"
"558",82196,"51-60","w",7,72,"Mischling gross","",2015,"m","hellbraun"
"559",82217,"61-70","m",2,23,"Bearded Collie","",2007,"m","schwarz/weiss"
"560",82240,"71-80","w",10,101,"Dachshund","",2007,"m","saufarben"
"561",82240,"71-80","w",10,101,"Rauhaar Dackel","",2001,"m","saufarben"
"562",82261,"51-60","w",10,101,"Chow Chow","",2007,"m","rot"
"563",82262,"81-90","m",10,101,"Chow Chow","",2007,"w","schwarz"
"564",82271,"51-60","w",10,101,"Border Collie","",2010,"w","schwarz/weiss"
"565",82275,"51-60","w",7,73,"Appenzeller Sennenhund","",2013,"w","tricolor"
"566",82281,"81-90","w",5,52,"Pudel","",2015,"w","harlekin"
"567",82284,"81-90","w",2,24,"Zwergpudel","",2004,"m","braun/weiss"
"568",82287,"51-60","w",6,61,"Tibet Terrier","",2000,"m","schwarz"
"569",82293,"71-80","w",2,24,"Mischling klein","",1998,"w","schwarz"
"570",82300,"71-80","w",10,101,"Pekingese","",2008,"w","braun/weiss/schwarz"
"571",82301,"71-80","m",7,71,"Irish Soft Coated Wheaten Terrier","",2012,"m","weizen"
"572",82306,"51-60","m",3,33,"Yorkshire Terrier","",2003,"m","blue/steel"
"573",82312,"51-60","w",10,101,"Labrador Retriever","",2006,"w","gelb"
"574",82313,"71-80","w",10,101,"Parson Jack Russell Terrier","",2010,"w","tricolor"
"575",82323,"61-70","w",9,91,"Jack Russel Terrier","",2002,"m","braun/weiss"
"576",82329,"61-70","w",11,115,"Dackel","",2009,"m","braun"
"577",82334,"61-70","m",11,115,"Entlebucher Sennenhund","",2010,"m","tricolor"
"578",82338,"51-60","w",11,115,"Islandhund","",2014,"m","grau/beige"
"579",82341,"81-90","w",11,115,"Yorkshire Terrier","",2008,"m","blue/tan"
"580",82360,"51-60","m",11,111,"Rehpinscher","",2002,"w","braun"
"581",82369,"61-70","m",2,24,"Mischling klein","",2004,"w","schwarz/braun"
"582",82370,"41-50","w",2,21,"Border Collie","Appenzeller Sennenhund",2014,"w","schwarz/braun/weiss"
"583",82380,"61-70","w",7,71,"Berner Sennenhund","",2015,"m","tricolor"
"584",82387,"61-70","m",11,115,"Havaneser","",2009,"m","weiss"
"585",82396,"61-70","m",11,115,"Fila Brasileiro","",2015,"m","gestromt"
"586",82398,"51-60","w",11,111,"Bergamasker","Maremmano",2005,"w","braun"
"587",82402,"71-80","w",11,119,"Mischling klein","",2003,"w","schwarz"
"588",82403,"51-60","w",11,115,"Mischling klein","",2003,"m","schwarz"
"589",82414,"51-60","w",11,119,"Jack Russel Terrier","",2014,"m","tricolor"
"590",82414,"51-60","w",11,119,"Border Collie","Schäfer",2006,"w","schwarz/weiss"
"591",82419,"51-60","w",7,72,"Cairn Terrier","",2006,"w","braun/schwarz"
"592",82435,"71-80","w",7,73,"Jack Russel Terrier","",2004,"w","weiss/beige"
"593",82439,"81-90","m",7,74,"Mischling gross","",2004,"m","braun"
"594",82444,"61-70","w",3,33,"Schäfer","",2010,"m","rotbraun/weiss"
"595",82450,"71-80","w",7,74,"Mischling klein","",2005,"w","braun/weiss"
"596",82450,"71-80","w",7,74,"Mischling klein","",2008,"w","braun"
"597",82452,"61-70","w",10,102,"Dachshund","",2009,"w","schwarz/grau"
"598",82452,"61-70","w",10,102,"Dachshund","",2009,"m","rot"
"599",82452,"61-70","w",10,102,"Dachshund","",2008,"m","braun"
"600",82452,"61-70","w",10,102,"Dachshund","",2006,"w","schwarz/rot"
"601",82452,"61-70","w",10,102,"Dachshund","",2006,"w","rot/braun"
"602",82452,"61-70","w",10,102,"Dachshund","",2005,"w","rot"
"603",82452,"61-70","w",10,102,"Dachshund","",2005,"w","schwarz/rot"
"604",82452,"61-70","w",10,102,"Dachshund","",1999,"w","schwarz/rot"
"605",82452,"61-70","w",10,102,"Dachshund","",1999,"w","schwarz/rot"
"606",82452,"61-70","w",10,102,"Dachshund","",1999,"w","schwarz/rot"
"607",82452,"61-70","w",10,102,"Dachshund","",1998,"w","schwarz/rot"
"608",82452,"61-70","w",10,102,"Dachshund","",1998,"w","rot"
"609",82452,"61-70","w",10,102,"Dachshund","",2010,"w","schwarz/rot"
"610",82465,"61-70","m",3,34,"Bulldog","",2003,"w","gestromt"
"611",82468,"71-80","w",1,14,"Mischling gross","",2010,"w","schwarz"
"612",82473,"51-60","w",1,13,"Papillon","",2010,"w","tricolor"
"613",82473,"51-60","w",1,13,"Papillon","",2011,"m","tricolor"
"614",82474,"71-80","w",3,31,"Kromfohrländer","",2004,"w","weiss/braun"
"615",82478,"61-70","m",9,92,"Schäfer","",2005,"m","weiss"
"616",82486,"61-70","m",6,63,"Bergamasker","Border Collie",2016,"w","tricolor"
"617",82498,"61-70","w",7,74,"Border Collie","",2006,"w","grau/weiss/schwarz"
"618",82500,"61-70","m",7,71,"Boxer","",2007,"w","schwarz/braun"
"619",82506,"51-60","w",4,44,"Yorkshire Terrier","",2005,"m","tricolor"
"620",82506,"51-60","w",4,44,"Pekingese","",2015,"m","tricolor"
"621",82506,"51-60","w",4,44,"Havaneser","",2008,"w","braun/weiss"
"622",82508,"61-70","w",8,81,"Beagle","",2011,"m","tricolor"
"623",82509,"51-60","w",7,72,"Rottweiler","",2009,"w","schwarz/braun"
"624",82509,"51-60","w",7,72,"Boxer","Labrador Retriever",2012,"m","schwarz/weiss"
"625",82510,"61-70","w",9,91,"West Highland White Terrier","",2009,"m","weiss"
"626",82512,"61-70","w",6,63,"Bichon frisé","",2014,"m","weiss"
"627",82518,"61-70","m",9,92,"Setter","",2007,"m","weiss/braun"
"628",82527,"71-80","w",2,21,"Rauhaar Dackel","",2015,"w","schwarz/rot"
"629",82527,"71-80","w",2,21,"Rauhaar Dackel","",2011,"w","saufarben"
"630",82538,"61-70","w",7,71,"Dachshund","",2004,"m","braun"
"631",82543,"81-90","m",9,92,"Beagle","",2010,"w","tricolor"
"632",82545,"71-80","w",7,71,"Zwergschnauzer","",2008,"w","schwarz/weiss"
"633",82551,"71-80","w",7,74,"Mischling gross","",2010,"w","grau meliert"
"634",82558,"51-60","w",7,71,"Labrador Retriever","",2012,"m","beige"
"635",82561,"61-70","w",7,71,"Yorkshire Terrier","",2009,"w","blue/tan"
"636",82567,"61-70","w",7,71,"Papillon","",2004,"m","weiss/braun"
