"","�..HALTER_ID","ALTER","GESCHLECHT","STADTKREIS","STADTQUARTIER","RASSE1","RASSE2","GEBURTSJAHR_HUND","GESCHLECHT_HUND","HUNDEFARBE"
"4224",114913,"51-60","m",3,34,"Französische Bulldogge","",2011,"m","rot/weiss"
"4225",114919,"31-40","m",12,122,"Labrador Retriever","",2012,"m","schwarz"
"4226",114925,"31-40","w",3,31,"Jack Russel Terrier","",2012,"w","tricolor"
"4227",114926,"61-70","m",3,34,"Yorkshire Terrier","",2012,"m","schwarz/braun/beige"
"4228",114927,"51-60","w",10,102,"Cocker Spaniel","",2007,"m","rot/beige"
"4229",114996,"61-70","w",2,21,"Zwergschnauzer","",2009,"w","grau/weiss"
"4230",115009,"61-70","w",11,119,"Rottweiler","",2005,"w","schwarz/braun"
"4231",115039,"41-50","m",7,74,"Labrador Retriever","",2012,"m","gelb"
"4232",115045,"31-40","m",11,119,"Labrador Retriever","Appenzeller Sennenhund",2016,"w","tricolor"
"4233",115065,"41-50","w",8,83,"Havaneser","",2012,"m","beige"
"4234",115066,"31-40","w",8,83,"Parson Russell Terrier","",2012,"m","tricolor"
"4235",115067,"31-40","m",11,111,"Chihuahua","",2012,"w","beige"
"4236",115117,"31-40","w",8,81,"Deutscher Schäfer","",2007,"m","braun/schwarz"
"4237",115119,"41-50","m",3,33,"Mischling klein","",2010,"m","hellbraun"
"4238",115120,"51-60","w",11,111,"Basenji","",2013,"w","rot/weiss"
"4239",115124,"41-50","m",11,111,"Prager Rattler","",2012,"w","schwarz"
"4240",115125,"21-30","w",4,41,"Labrador Retriever","",2013,"m","golden"
"4241",115126,"21-30","w",7,71,"Pudel","",2009,"w","schwarz"
"4242",115128,"41-50","m",3,34,"Schweizer Sennenhund","",2012,"w","tricolor"
"4243",115138,"41-50","w",2,23,"West Highland White Terrier","",2006,"m","weiss"
"4244",115141,"21-30","w",7,74,"Griffon","",2009,"w","rot/braun"
"4245",115141,"21-30","w",7,74,"Mischling klein","",2014,"w","beige/weiss"
"4246",115145,"61-70","w",6,63,"Cairn Terrier","",2012,"m","weizen"
"4247",115150,"21-30","w",11,115,"Border Collie","",2010,"m","schwarz/weiss"
"4248",115152,"51-60","w",11,119,"Jack Russel Terrier","",2010,"m","weiss/braun/schwarz"
"4249",115155,"51-60","w",11,115,"Zwergspitz","",2012,"m","schwarz/braun"
"4250",115158,"31-40","w",9,92,"Zwergpinscher","",2010,"m","schwarz/braun"
"4251",115159,"31-40","m",3,31,"Mops","",2012,"w","beige"
"4252",115179,"41-50","m",12,122,"Chihuahua","",2012,"m","rot/braun"
"4253",115183,"61-70","w",11,119,"Biewer Yorkshire Terrier","",2007,"m","tricolor"
"4254",115185,"31-40","w",8,82,"Golden Retriever","",2002,"w","golden"
"4255",115186,"21-30","w",11,111,"Rottweiler","",2012,"m","schwarz/braun"
"4256",115197,"41-50","w",5,52,"Golden Retriever","",2006,"m","blondfarben"
"4257",115209,"41-50","w",2,24,"Mittelschnauzer","",2013,"w","schwarz"
"4258",115213,"41-50","w",12,121,"Chihuahua","",2009,"w","weiss/beige"
"4259",115222,"41-50","w",2,24,"Chihuahua","",2012,"w","beige"
"4260",115246,"31-40","w",3,31,"Chihuahua","",2008,"w","beige"
"4261",115343,"31-40","w",8,81,"Dachshund","",2012,"m","black/tan"
"4262",115343,"31-40","w",8,81,"Dachshund","",2012,"w","black/tan"
"4263",115387,"51-60","w",9,91,"Jack Russel Terrier","",2012,"w","weiss/braun"
"4264",115389,"51-60","w",8,82,"Galgo Español","",2010,"w","schwarz"
"4265",115393,"51-60","w",10,102,"Deutscher Schäfer","",2009,"m","schwarz/braun"
"4266",115394,"31-40","m",10,102,"Biewer Yorkshire Terrier","",2013,"w","weiss/schwarz/braun"
"4267",115395,"31-40","m",10,101,"Rottweiler","",2012,"m","black/tan"
"4268",115396,"41-50","w",12,121,"Chihuahua","",2011,"w","weiss/beige"
"4269",115402,"21-30","w",1,11,"Mops","",2011,"w","beige"
"4270",115407,"51-60","m",9,91,"Tibet Terrier","",2003,"m","grau/schwarz"
"4271",115411,"51-60","w",9,91,"Chihuahua","",2012,"w","weiss"
"4272",115420,"41-50","w",12,123,"Chihuahua","",2012,"m","braun"
"4273",115431,"61-70","m",12,122,"Pekingese","",2008,"m","braun"
"4274",115431,"61-70","m",12,122,"Labrador Retriever","",2013,"w","braun"
"4275",115431,"61-70","m",12,122,"Pekingese","",2009,"w","braun"
"4276",115445,"61-70","w",3,31,"Französische Bulldogge","",2012,"w","weiss/blau"
"4277",115446,"41-50","w",7,72,"Lagotto Romagnolo","",2013,"m","braun"
"4278",115455,"21-30","w",2,24,"Beagle","",2012,"m","tricolor"
"4279",115456,"51-60","w",3,31,"Bichon Havanais","",2012,"m","braun/schwarz"
"4280",115482,"51-60","w",12,122,"Yorkshire Terrier","Coton de Tulear",2010,"w","hellbraun/weiss"
"4281",115516,"61-70","m",4,42,"Chihuahua","",2012,"w","beige"
"4282",115516,"61-70","m",4,42,"Chihuahua","",2012,"m","schwarz/braun"
"4283",115540,"71-80","m",11,119,"Mischling klein","",2012,"m","schwarz/beige"
"4284",115541,"71-80","w",3,31,"Chihuahua","",2012,"m","hellbraun"
"4285",115563,"51-60","m",3,31,"Mischling klein","",2009,"m","schwarz"
"4286",115660,"61-70","m",10,101,"Boxer","",2013,"w","dunkel gestromt"
"4287",115662,"81-90","m",11,111,"Yorkshire Terrier","",2012,"w","blue/tan"
"4288",115663,"51-60","w",5,51,"Miniature Bull Terrier","",2012,"w","weiss"
"4289",115664,"41-50","m",4,44,"Pinscher","",2012,"w","braun/schwarz"
"4290",115665,"41-50","w",12,123,"Jack Russel Terrier","",2001,"w","schwarz/weiss"
"4291",115667,"41-50","m",7,71,"Jack Russel Terrier","",2010,"w","weiss/orange"
"4292",115669,"21-30","w",4,44,"Französische Bulldogge","",2012,"m","dunkel gestromt"
"4293",115675,"21-30","w",9,92,"Cocker Spaniel","",2009,"w","hellbraun"
"4294",115685,"41-50","w",9,92,"Mischling klein","",2012,"w","grau/weiss"
"4295",115688,"41-50","w",8,81,"Labrador Retriever","",2013,"w","schwarz"
"4296",115702,"31-40","w",2,21,"Mischling klein","",2012,"m","tricolor"
"4297",115708,"51-60","m",4,42,"Havaneser","",2013,"w","schwarz"
"4298",115718,"61-70","w",3,34,"Pekingese","",2011,"w","beige"
"4299",115722,"51-60","w",11,119,"Pekingese","",2013,"w","braun/weiss"
"4300",115724,"51-60","w",12,121,"Kleinspitz","",2013,"m","weiss"
"4301",115728,"61-70","w",8,81,"Malteser","",2008,"w","weiss"
"4302",115731,"21-30","m",9,92,"Malteser","",2012,"m","weiss"
"4303",115749,"31-40","m",10,102,"Zwergspitz","",2013,"m","weiss"
"4304",115753,"71-80","w",7,72,"Cavalier King Charles Spaniel","",2013,"w","weiss/braun"
"4305",115769,"21-30","m",4,42,"Pinscher","Chihuahua",2004,"w","schwarz"
"4306",115771,"51-60","m",6,63,"Yorkshire Terrier","",2007,"w","blue/tan"
"4307",115771,"51-60","m",6,63,"Yorkshire Terrier","",2007,"w","blue/tan"
"4308",115774,"21-30","w",2,23,"Chihuahua","",2012,"m","hellbraun"
"4309",115776,"41-50","w",12,123,"Berner Sennenhund","",2013,"w","tricolor"
"4310",115777,"21-30","w",9,92,"Französische Bulldogge","",2012,"m","beige/braun"
"4311",115813,"61-70","m",9,91,"Yorkshire Terrier","",2001,"m","steelblue"
"4312",115873,"31-40","w",11,111,"Mischling klein","",2005,"m","braun"
"4313",115876,"21-30","w",11,119,"Mischling gross","",2012,"w","braun"
"4314",115912,"71-80","w",7,71,"Sheltie","",2014,"w","schwarz/weiss"
"4315",115913,"21-30","m",11,119,"Rauhaar Dackel","",2009,"m","braun"
"4316",115913,"21-30","m",11,119,"Rauhaar Dackel","",2013,"w","braun"
"4317",115915,"41-50","w",2,24,"Mischling gross","",2010,"w","dunkel gestromt"
"4318",115931,"51-60","w",10,101,"Labrador Retriever","",2006,"m","braun"
"4319",115933,"31-40","m",4,41,"Lhasa Apso","",2003,"m","weiss/schwarz"
"4320",115934,"31-40","w",5,52,"Englische Bulldogge","",2013,"m","weiss"
"4321",115939,"51-60","w",10,101,"Berner Sennenhund","",2013,"m","tricolor"
"4322",116007,"21-30","w",4,44,"Chihuahua","",2010,"m","rot/beige"
"4323",116052,"31-40","w",10,102,"Mischling gross","",2007,"m","blondfarben"
"4324",116059,"61-70","w",3,31,"Ratero","",2011,"m","schwarz/weiss"
"4325",116082,"21-30","w",8,82,"Parson Jack Russell Terrier","",2011,"m","tricolor"
"4326",116095,"51-60","w",1,12,"Parson Russell Terrier","",2013,"m","weiss/schwarz"
"4327",116112,"41-50","w",7,73,"Parson Jack Russell Terrier","",2013,"m","weiss/orange"
"4328",116143,"31-40","m",11,111,"Chihuahua","Malteser",2013,"m","schwarz/weiss"
"4329",116145,"51-60","w",2,21,"Golden Retriever","",2013,"w","golden"
"4330",116147,"51-60","w",11,111,"Australian Terrier","Yorkshire Terrier",2013,"w","schwarz/braun"
"4331",116197,"21-30","m",10,102,"Labrador Retriever","",2011,"m","blondfarben"
"4332",116213,"41-50","w",9,91,"Curly Coated Retriever","",2012,"w","hellbraun"
"4333",116226,"31-40","m",5,52,"Flat Coated Retriever","",2013,"m","schwarz"
"4334",116230,"41-50","w",2,21,"Golden Retriever","",2013,"w","beige"
"4335",116231,"51-60","w",5,52,"Mischling klein","",2012,"m","schwarz/braun/weiss"
"4336",116238,"21-30","w",3,34,"Pinscher","",2016,"w","schwarz/braun"
"4337",116238,"21-30","w",3,34,"Pinscher","",2012,"m","braun"
"4338",116263,"51-60","m",10,101,"Französische Bulldogge","",2013,"w","gestromt"
"4339",116267,"41-50","m",6,63,"Mops","",2010,"w","beige/schwarz"
"4340",116270,"21-30","m",4,44,"Französische Bulldogge","",2013,"w","choco"
"4341",116280,"21-30","w",12,122,"Mischling gross","",2011,"m","braun"
"4342",116285,"21-30","w",9,92,"Shih Tzu","",2013,"w","weiss/braun"
"4343",116317,"51-60","w",6,61,"Mischling klein","",2012,"m","schwarz/weiss"
"4344",116320,"41-50","m",11,119,"King Charles Spaniel","",2011,"w","schwarz/braun"
"4345",116321,"51-60","w",10,102,"Malteser","",2006,"w","weiss"
"4346",116324,"61-70","w",2,24,"Terrier","",2011,"w","tricolor"
"4347",116356,"51-60","w",7,74,"Labrador Retriever","",2013,"m","schwarz"
"4348",116388,"51-60","m",11,111,"Mischling klein","",2007,"w","tricolor"
"4349",116396,"31-40","m",9,92,"Shih Tzu","",2013,"w","weiss/braun"
"4350",116413,"51-60","w",8,83,"Border Collie","",2008,"w","schwarz/weiss"
"4351",116418,"41-50","w",10,101,"Deutsche Dogge","",2014,"w","schwarz"
"4352",116437,"31-40","w",3,31,"Labrador Retriever","",2012,"w","tricolor"
"4353",116460,"51-60","m",8,83,"Katalanischer Schäferhund","",2012,"m","schwarz"
"4354",116461,"31-40","m",2,21,"Labrador Retriever","",2008,"m","braun"
"4355",116496,"41-50","w",7,74,"Vorstehhund","",2012,"m","braun"
"4356",116530,"31-40","w",9,92,"Pudel","",2011,"m","weiss"
"4357",116538,"41-50","m",7,73,"Boston Terrier","",2012,"m","schwarz/weiss"
"4358",116542,"21-30","w",3,34,"Mischling klein","",2010,"w","weiss/schwarz"
"4359",116547,"41-50","m",10,102,"Malteser","",2004,"w","weiss"
"4360",116548,"31-40","m",10,102,"Bergamasker","Curly Coated Retriever",2013,"w","schwarz"
"4361",116548,"31-40","m",10,102,"Spinone","",2009,"w","braun"
"4362",116549,"31-40","w",10,102,"Mischling klein","",2012,"w","hellbraun"
"4363",116553,"51-60","w",12,121,"Berner Sennenhund","",2013,"w","tricolor"
"4364",116556,"41-50","w",2,23,"Japan Chin","",2012,"m","weiss/schwarz"
"4365",116559,"51-60","w",10,102,"Hovawart","",2013,"w","blondfarben"
"4366",116572,"41-50","w",2,21,"Sheltie","",2008,"w","tricolor"
"4367",116574,"61-70","w",7,72,"Griffon","",2011,"w","black/tan"
"4368",116594,"51-60","w",9,92,"Chihuahua","",2010,"w","beige"
"4369",116594,"51-60","w",9,92,"Chihuahua","",2010,"w","beige"
"4370",116596,"31-40","m",3,31,"West Highland White Terrier","",2012,"m","weiss"
"4371",116609,"81-90","w",6,63,"Parson Russell Terrier","",2013,"w","weiss/schwarz"
"4372",116616,"51-60","w",7,71,"Lhasa Apso","",2013,"m","zobel/weiss"
"4373",116623,"41-50","w",11,119,"Yorkshire Terrier","",2011,"m","grau/braun"
"4374",116627,"21-30","w",12,122,"Pinscher","",2013,"w","braun gestromt"
"4375",116633,"21-30","w",2,21,"Jack Russel Terrier","Windhund",2012,"w","braun/weiss"
"4376",116634,"21-30","w",11,115,"Rehpinscher","",2007,"m","schwarz/braun"
"4377",116679,"31-40","w",9,91,"Cairn Terrier","",2010,"w","brindle"
"4378",116697,"21-30","w",6,63,"Parson Jack Russell Terrier","",2007,"m","weiss/braun"
"4379",116741,"51-60","m",9,91,"Pinscher","",2013,"m","schwarz"
"4380",116759,"21-30","w",7,71,"Magyar Viszla","",2011,"w","braun"
"4381",116774,"31-40","m",1,13,"Mischling klein","",2012,"w","schwarz"
"4382",116784,"41-50","w",3,33,"Labrador Retriever","",2013,"w","braun"
"4383",116798,"51-60","w",12,123,"Malinois","",2004,"m","hellbraun"
"4384",116800,"51-60","w",10,101,"Havaneser","",2013,"m","schwarz/weiss"
"4385",116806,"21-30","w",9,92,"Chihuahua","",2007,"m","beige/weiss"
"4386",116824,"51-60","m",9,92,"Zwergpudel","",2003,"m","schwarz"
"4387",116825,"31-40","w",11,115,"Yorkshire Terrier","",2013,"m","schwarz/braun"
"4388",116825,"31-40","w",11,115,"Yorkshire Terrier","",2012,"w","schwarz/beige"
"4389",116832,"31-40","w",7,71,"Labrador Retriever","",2012,"m","braun"
"4390",116833,"41-50","w",3,33,"Zwergpinscher","Rehpinscher",2012,"w","schwarz/braun"
"4391",116841,"31-40","w",3,33,"Französische Bulldogge","",2013,"m","weiss/schwarz"
"4392",116859,"21-30","m",3,31,"Chihuahua","",2009,"m","weiss"
"4393",116889,"31-40","w",4,42,"Labrador Retriever","Vizsla",2007,"m","braun"
"4394",116891,"51-60","m",9,92,"Pekingese","",2012,"w","braun/schwarz"
"4395",116892,"31-40","w",5,52,"Chihuahua","",2006,"w","weiss"
"4396",116902,"31-40","w",3,34,"Chihuahua","",2012,"m","braun"
"4397",116904,"41-50","w",2,24,"Malteser","Pudel",2012,"m","weiss"
"4398",116910,"31-40","m",11,111,"Bolonka Zwetna","",2009,"m","schwarz/weiss"
"4399",116950,"31-40","w",12,123,"Miniature Australien Shepard","",2014,"m","red merle"
"4400",116950,"31-40","w",12,123,"Miniature Australien Shepard","",2012,"w","tricolor"
"4401",116954,"31-40","w",9,91,"Mischling klein","",2008,"m","braun"
"4402",116966,"41-50","m",12,122,"Border Collie","",2010,"w","blue/merle"
"4403",116970,"41-50","w",2,21,"West Highland White Terrier","",2012,"m","weiss"
"4404",116970,"41-50","w",2,21,"West Highland White Terrier","",2012,"w","weiss"
"4405",116988,"51-60","m",6,61,"Grosspudel","",2002,"w","weiss"
"4406",116988,"51-60","m",6,61,"Grosspudel","",2004,"w","weiss"
"4407",117003,"51-60","w",7,74,"Golden Retriever","",2013,"w","creme"
"4408",117026,"31-40","w",9,92,"Pekingese","",2012,"w","schwarz/weiss"
"4409",117027,"51-60","w",7,73,"Mischling klein","",2016,"m","hellbraun"
"4410",117032,"51-60","m",6,61,"Mischling gross","",2013,"w","tricolor"
"4411",117049,"31-40","w",9,92,"Chihuahua","",2009,"m","weiss/schwarz"
"4412",117131,"41-50","w",11,119,"Pekingese","",2011,"w","schwarz/weiss"
"4413",117167,"21-30","w",7,72,"Labrador Retriever","",2013,"w","schwarz"
"4414",117175,"31-40","w",11,119,"Labrador Retriever","",2013,"w","schwarz"
"4415",117180,"41-50","w",11,111,"Chihuahua","",2013,"w","braun"
"4416",117195,"71-80","w",12,122,"Tibet Terrier","Spaniel",2003,"m","dunkelbraun"
"4417",117201,"41-50","w",6,61,"Border Terrier","",2013,"w","grizzle"
"4418",117203,"31-40","m",11,115,"Französische Bulldogge","",2013,"w","beige"
"4419",117213,"71-80","w",7,73,"Mischling klein","",2011,"w","tricolor"
"4420",117214,"71-80","m",10,101,"Flat Coated Retriever","",2013,"m","schwarz"
"4421",117218,"71-80","m",9,91,"Kromfohrländer","",2013,"m","weiss/braun"
"4422",117239,"21-30","w",9,92,"Cairn Terrier","",2010,"m","grau"
"4423",117245,"31-40","w",12,121,"Englische Bulldogge","",2013,"w","tricolor"
"4424",117282,"41-50","w",7,74,"Husky","Belgischer Schäfer",2016,"m","beige"
"4425",117284,"31-40","w",11,115,"Französische Bulldogge","",2011,"m","weiss/schwarz"
"4426",117298,"41-50","w",3,34,"Bolonka Zwetna","",2010,"w","schwarz/weiss"
"4427",117298,"41-50","w",3,34,"Bolonka Zwetna","",2013,"m","schwarz/braun/weiss"
"4428",117309,"51-60","w",7,71,"Foxterrier","",2009,"w","weiss/schwarz/braun"
"4429",117311,"31-40","w",3,31,"Französische Bulldogge","",2013,"m","weiss/schwarz"
"4430",117333,"41-50","m",2,24,"Spanischer Wasserhund","",2012,"m","weiss/schwarz"
"4431",117373,"21-30","w",9,91,"Chihuahua","",2008,"m","black/tan"
"4432",117374,"31-40","w",4,42,"Yorkshire Terrier","",2012,"m","schwarz"
"4433",117377,"61-70","w",2,24,"Labrador Retriever","",2013,"w","gelb"
"4434",117384,"41-50","w",11,111,"Berner Sennenhund","",2013,"m","tricolor"
"4435",117386,"21-30","m",10,102,"Mischling klein","",2005,"w","tricolor"
"4436",117397,"11-20","w",11,111,"Pinscher","",2013,"w","schwarz/braun"
"4437",117441,"31-40","w",9,92,"Yorkshire Terrier","",2012,"m","blue/tan"
"4438",117447,"51-60","m",3,33,"Labrador Retriever","Schäfer",2013,"w","schwarz/braun"
"4439",117450,"31-40","w",7,74,"Mischling gross","",2010,"w","braun/schwarz"
"4440",117451,"51-60","m",11,119,"Spitz","",2013,"w","hellbraun"
"4441",117452,"51-60","m",2,21,"Weimaraner","",2013,"w","grau/braun"
"4442",117453,"41-50","w",10,101,"Mischling gross","",2013,"w","tricolor"
"4443",117456,"21-30","w",9,92,"Spitz","",2012,"w","weiss"
"4444",117493,"51-60","w",6,61,"Jack Russel Terrier","",2013,"w","tricolor"
"4445",117494,"51-60","w",11,111,"Mischling gross","",2011,"w","tricolor"
"4446",117497,"61-70","w",7,73,"Französische Bulldogge","",2012,"w","weiss/gelb"
"4447",117555,"21-30","w",2,21,"Chihuahua","",2013,"w","sandfarbig"
"4448",117557,"21-30","w",4,44,"Chihuahua","",2012,"w","schwarz"
"4449",117576,"41-50","w",5,52,"Yorkshire Terrier","",2009,"w","blue/tan"
"4450",117591,"41-50","m",7,74,"Cocker Spaniel","",2010,"m","zobel beige"
"4451",117596,"31-40","m",9,91,"Jack Russel Terrier","",2012,"m","weiss/braun"
"4452",117597,"41-50","w",10,102,"Bolonka Zwetna","",2013,"m","goldbraun"
"4453",117601,"31-40","w",4,44,"Französische Bulldogge","",2012,"m","schwarz/braun"
"4454",117618,"31-40","m",7,73,"Labrador Retriever","",2012,"w","gelb"
"4455",117627,"21-30","m",9,92,"Chihuahua","",2013,"m","beige"
"4456",117643,"51-60","w",6,61,"Australian Shepherd","",2011,"m","schwarz"
"4457",117645,"41-50","m",11,119,"Havaneser","",2013,"m","grau"
"4458",117666,"31-40","m",6,63,"Vizsla","",2012,"w","gelb"
"4459",117672,"31-40","m",11,111,"Yorkshire Terrier","",2013,"m","schwarz"
"4460",117691,"31-40","w",4,42,"Malteser","",2013,"m","weiss"
"4461",117705,"31-40","w",5,52,"Weimaraner","",2015,"w","grau"
"4462",117714,"31-40","m",10,101,"Schäfer","Labrador Retriever",2008,"m","schwarz"
"4463",117716,"21-30","w",9,91,"Zwergpinscher","",2013,"m","schwarz/braun"
"4464",117722,"71-80","w",7,74,"Pudel","Chihuahua",2013,"m","schwarz/beige"
"4465",117723,"31-40","m",11,119,"Chihuahua","",2013,"m","beige/schwarz"
"4466",117724,"21-30","w",3,34,"Mops","",2013,"w","beige"
"4467",117803,"51-60","w",7,71,"Zwergpudel","",2015,"m","apricot"
"4468",117803,"51-60","w",7,71,"Schäfer","",2013,"w","braun/schwarz"
"4469",117804,"41-50","w",7,71,"Labradoodle","",2013,"m","weiss/braun"
"4470",117858,"21-30","w",3,34,"Chihuahua","",2013,"w","tricolor"
"4471",117859,"61-70","w",11,115,"English Cocker Spaniel","",2013,"w","rot/weiss"
"4472",117866,"51-60","m",8,82,"Golden Retriever","",2009,"w","golden"
"4473",117869,"51-60","w",2,24,"Terrier","",2011,"w","tricolor"
"4474",117879,"71-80","w",10,101,"Havaneser","",2013,"w","schwarz/weiss"
"4475",117885,"21-30","w",11,115,"Schäfer","",2012,"w","schwarz/braun"
"4476",117892,"51-60","w",10,101,"Labrador Retriever","",2007,"w","blondfarben"
"4477",117901,"41-50","w",8,82,"Parson Russell Terrier","",2013,"m","tricolor"
"4478",117908,"51-60","w",5,52,"Yorkshire Terrier","",2008,"w","blue/steel"
"4479",117910,"31-40","w",7,72,"English Toy Terrier","",2013,"w","schwarz/loh"
"4480",117912,"21-30","w",3,31,"Mischling klein","",2013,"m","weiss/beige"
"4481",117917,"61-70","w",3,31,"Königspudel","",2013,"w","braun"
"4482",117935,"41-50","w",11,115,"Labrador Retriever","",2015,"m","blondfarben"
"4483",117935,"41-50","w",11,115,"Flat Coated Retriever","",2013,"m","schwarz"
"4484",117944,"51-60","m",8,82,"Italienisches Windspiel","",2006,"m","blau"
"4485",117945,"21-30","w",2,24,"Shiba Inu","",2013,"w","rot"
"4486",117949,"31-40","w",10,102,"Beagle","",2011,"w","tricolor"
"4487",117962,"41-50","w",7,71,"Dachshund","",2010,"m","fauve"
"4488",117962,"41-50","w",7,71,"English Cocker Spaniel","",2003,"m","schwarz/weiss"
"4489",117962,"41-50","w",7,71,"Dackel","",2009,"m","schwarz/braun"
"4490",117965,"51-60","w",9,92,"Malinois","",2007,"m","fauve"
"4491",117966,"51-60","w",3,31,"Chihuahua","",2014,"m","tricolor"
"4492",117966,"51-60","w",3,31,"Chihuahua","",2013,"w","beige/braun"
"4493",117967,"41-50","m",12,123,"Zwergpinscher","Jack Russel Terrier",2011,"m","rot"
"4494",117969,"31-40","m",2,24,"Jack Russel Terrier","",2012,"m","tricolor"
"4495",117975,"31-40","w",12,121,"Chinese Foo Dog","",2013,"m","beige/schwarz"
"4496",117976,"51-60","w",2,24,"Bolonka Zwetna","",2013,"w","schwarz/weiss"
"4497",117985,"31-40","w",9,92,"Deutscher Pinscher","",2014,"m","schwarz"
"4498",117994,"61-70","w",6,63,"Bearded Collie","",2010,"m","blau/weiss"
"4499",118030,"31-40","w",3,33,"Chihuahua","",2012,"m","hellbraun"
"4500",118049,"41-50","w",7,71,"King Charles Spaniel","",2011,"m","weiss/beige"
"4501",118052,"21-30","w",6,61,"Boxer","Dalmatiner",2012,"w","schwarz/weiss"
"4502",118056,"51-60","m",9,92,"Dogo Argentino","",2011,"m","weiss"
"4503",118077,"61-70","m",11,115,"Foxterrier","",2008,"m","tricolor"
"4504",118104,"71-80","w",11,115,"Labrador Retriever","",2011,"m","braun"
"4505",118105,"31-40","w",11,111,"Labrador Retriever","",2012,"w","schwarz"
"4506",118114,"21-30","m",11,119,"Chihuahua","",2008,"m","braun"
"4507",118114,"21-30","m",11,119,"Chihuahua","",2007,"w","braun"
"4508",118115,"71-80","w",5,52,"Dackel","",2013,"w","sandfarbig"
"4509",118119,"41-50","w",1,11,"Spitz","",2009,"w","schwarz/weiss/beige"
"4510",118131,"21-30","m",1,11,"Deutscher Schäfer","",2014,"m","schwarz"
"4511",118143,"41-50","w",6,61,"Zwergspitz","",2015,"w","weiss"
"4512",118143,"41-50","w",6,61,"Zwergspitz","",2011,"m","schwarz/weiss"
"4513",118148,"61-70","m",2,21,"Mittelpudel","",2005,"w","apricot"
"4514",118155,"41-50","m",11,111,"Husky","",2006,"w","braun/weiss"
"4515",118160,"31-40","m",2,21,"Yorkshire Terrier","",2012,"w","schwarz/beige"
"4516",118166,"41-50","w",2,21,"Golden Retriever","",2009,"w","golden"
"4517",118182,"31-40","m",9,91,"Mischling gross","",2009,"w","beige"
"4518",118192,"61-70","w",2,24,"Biewer Yorkshire Terrier","",2013,"m","schwarz"
"4519",118203,"61-70","w",9,91,"Bolonka Zwetna","",2013,"w","braun/weiss"
"4520",118204,"41-50","w",8,83,"Pudel","",2012,"w","schwarz"
"4521",118220,"41-50","w",5,52,"Zwergspitz","Pomeranian",2012,"m","schwarz"
"4522",118221,"21-30","m",9,91,"Französische Bulldogge","",2013,"m","weiss/blau"
"4523",118223,"41-50","w",3,34,"Sibirischer Husky","",2012,"w","weiss/grau"
"4524",118236,"51-60","w",10,101,"Bobtail","",2013,"w","grau/weiss"
"4525",118238,"41-50","w",7,71,"Havaneser","",2012,"m","weiss/beige"
"4526",118239,"61-70","m",6,63,"Dalmatiner","",2013,"w","weiss/schwarz"
"4527",118245,"51-60","w",11,115,"Spitz","Pekingese",2009,"w","braun/schwarz/weiss"
"4528",118246,"31-40","w",4,44,"Podenco","",2013,"w","hellbraun/weiss"
"4529",118246,"31-40","w",4,44,"Mischling gross","",2012,"w","hellbraun"
"4530",118297,"51-60","w",7,72,"Yorkshire Terrier","",2008,"w","steelblue/tan"
"4531",118299,"31-40","m",8,81,"Zwergspitz","",2014,"w","orange"
"4532",118303,"51-60","w",12,122,"Mischling klein","",2013,"w","schwarz/weiss"
"4533",118305,"51-60","m",4,42,"Französische Bulldogge","",2013,"m","beige/schwarz"
"4534",118323,"31-40","m",7,73,"Border Collie","",2013,"m","tricolor"
"4535",118351,"41-50","w",7,71,"Zwergpudel","",2013,"m","schwarz"
"4536",118376,"21-30","w",11,119,"Französische Bulldogge","",2013,"m","tricolor"
"4537",118376,"21-30","w",11,119,"Old Englische Bulldogge","",2015,"w","braun/weiss"
"4538",118377,"21-30","m",10,101,"Altdeutscher Schäfer","",2013,"w","grau"
"4539",118385,"21-30","w",5,52,"Mops","",2013,"w","beige/schwarz"
"4540",118404,"31-40","w",9,92,"Mops","",2009,"w","beige"
"4541",118439,"41-50","m",7,71,"Tibet Terrier","",2013,"w","weiss/schwarz"
"4542",118466,"21-30","w",11,115,"Rottweiler","",2012,"w","schwarz/braun"
"4543",118468,"61-70","m",3,31,"Kleiner Münsterländer","",2015,"m","braun/weiss"
"4544",118482,"41-50","w",2,24,"Briard","",2013,"w","fauve"
"4545",118552,"41-50","w",1,11,"Boxer","",2015,"w","dunkel gestromt"
"4546",118564,"41-50","w",5,52,"Bolonka Zwetna","",2016,"w","black/tan"
"4547",118653,"51-60","w",4,44,"Podenco","",2006,"m","braun/weiss"
"4548",118654,"41-50","w",3,34,"Malteser","",2013,"w","weiss"
"4549",118657,"51-60","m",11,111,"Jagdhund","Dogge",2012,"m","weiss/braun"
"4550",118660,"71-80","w",10,101,"Tibetan Spaniel","",2009,"m","schwarz/braun"
"4551",118662,"31-40","w",3,31,"Schäfer","",2007,"w","schwarz"
"4552",118668,"51-60","w",11,119,"Labrador Retriever","",2013,"w","rot"
"4553",118671,"51-60","m",12,123,"Yorkshire Terrier","",2013,"m","schwarz/beige"
"4554",118676,"41-50","w",9,91,"Pinscher","",2013,"m","schwarz/braun"
"4555",118678,"31-40","m",12,123,"Beagle","",2013,"m","tricolor"
"4556",118694,"71-80","w",11,115,"Chihuahua","Pinscher",2006,"m","schwarz/braun"
"4557",118695,"31-40","w",4,44,"Chihuahua","",2013,"w","beige"
"4558",118708,"31-40","m",9,92,"Malteser","",2011,"w","weiss"
